201.89.138.111 - - [10/Jan/2017:07:13:28 +0100] "POST /xmlrpc.php HTTP/1.1" 200 403 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1"
66.249.66.85 - - [10/Jan/2017:07:13:48 +0100] "GET /wp-content/gallery/zareczyny-dabka/thumbs/thumbs_zar4.jpg HTTP/1.1" 304 0 "-" "Googlebot-Image/1.0"
163.172.66.154 - - [10/Jan/2017:07:17:15 +0100] "GET /wp-content/gallery/atom-orlen-liga-i-liga-mistrzyn/995880_738808232799751_651484463_n.jpg HTTP/1.1" 200 18575 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)"
66.249.76.30 - - [10/Jan/2017:07:20:45 +0100] "GET /wp-content/gallery/zareczyny-dabka/zareczyny.jpg HTTP/1.1" 304 0 "-" "Googlebot-Image/1.0"
185.10.68.102 - - [10/Jan/2017:07:23:32 +0100] "POST /xmlrpc.php HTTP/1.1" 200 403 "-" "User-Agent: Mozilla/5.0 (Windows; U; Windows NT 6.1; uk; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13"
60.62.68.240 - - [10/Jan/2017:07:24:57 +0100] "GET / HTTP/1.1" 200 13771 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1"
163.172.65.33 - - [10/Jan/2017:07:26:12 +0100] "GET /wp-content/gallery/atom-w-finale/mac_7615.jpg HTTP/1.1" 200 18328 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)"
66.249.66.82 - - [10/Jan/2017:07:27:37 +0100] "GET /wp-content/gallery/sopot-top-trendy-2014/10358718_356775107808535_4392828455969074108_n.jpg HTTP/1.1" 304 0 "-" "Googlebot-Image/1.0"
52.3.127.144 - - [10/Jan/2017:07:33:51 +0100] "GET /robots.txt HTTP/1.1" 200 66 "-" "ltx71 - (http://ltx71.com/)"
66.249.66.82 - - [10/Jan/2017:07:34:33 +0100] "GET /wp-content/gallery/sopot-top-trendy-2014/1472970_356525384500174_2740682530851237630_n.jpg HTTP/1.1" 304 0 "-" "Googlebot-Image/1.0"
185.117.215.9 - - [10/Jan/2017:07:36:24 +0100] "POST /xmlrpc.php HTTP/1.1" 200 403 "-" "User-Agent: Mozilla/5.0 (Windows; U; Windows NT 6.1; uk; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13"
66.249.76.4 - - [10/Jan/2017:07:41:29 +0100] "GET /wp-content/gallery/sopot-top-trendy-2014/10393988_365432190276160_8539706010540646162_n.jpg HTTP/1.1" 304 0 "-" "Googlebot-Image/1.0"
5.9.41.200 - - [10/Jan/2017:07:44:55 +0100] "GET / HTTP/1.1" 301 178 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.1 Safari/537.36"
87.118.116.90 - - [10/Jan/2017:07:47:59 +0100] "POST /xmlrpc.php HTTP/1.1" 200 403 "-" "User-Agent: Mozilla/5.0 (Windows; U; Windows NT 6.1; uk; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13"
89.223.27.241 - - [10/Jan/2017:08:00:01 +0100] "POST /xmlrpc.php HTTP/1.1" 200 403 "-" "User-Agent: Mozilla/5.0 (Windows; U; Windows NT 6.1; uk; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13"
117.201.1.241 - - [10/Jan/2017:08:03:40 +0100] "POST /xmlrpc.php HTTP/1.1" 200 403 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1"
66.249.66.79 - - [10/Jan/2017:08:09:06 +0100] "GET /wp-content/gallery/zespol-wszyscy-new/thumbs/Monika%20Rudzka.jpg HTTP/1.1" 200 32829 "-" "Googlebot-Image/1.0"
41.66.8.114 - - [10/Jan/2017:08:09:14 +0100] "GET / HTTP/1.1" 200 13771 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1"
94.242.55.220 - - [10/Jan/2017:08:11:04 +0100] "POST /xmlrpc.php HTTP/1.1" 200 403 "-" "User-Agent: Mozilla/5.0 (Windows; U; Windows NT 6.1; uk; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13"
82.49.47.45 - - [10/Jan/2017:08:13:22 +0100] "POST /xmlrpc.php HTTP/1.1" 200 403 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1"
62.210.162.87 - - [10/Jan/2017:08:13:26 +0100] "GET / HTTP/1.0" 200 13751 "http://www.flex-dance.pl/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727)"
66.249.76.4 - - [10/Jan/2017:08:18:18 +0100] "GET /wp-content/gallery/trefl-koniec-sezonu/thumbs/thumbs_11150816_1075257999154771_9203179739115139626_n.jpg HTTP/1.1" 200 29143 "-" "Googlebot-Image/1.0"
117.200.33.140 - - [10/Jan/2017:08:19:13 +0100] "POST /xmlrpc.php HTTP/1.1" 200 403 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1"
62.210.190.7 - - [10/Jan/2017:08:21:16 +0100] "GET / HTTP/1.0" 200 13751 "http://www.flex-dance.pl/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727)"
91.200.12.47 - - [10/Jan/2017:08:21:59 +0100] "GET /?author=1 HTTP/1.1" 301 178 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
91.200.12.47 - - [10/Jan/2017:08:21:59 +0100] "GET /?author=1 HTTP/1.1" 301 0 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
91.200.12.47 - - [10/Jan/2017:08:21:59 +0100] "GET /author/admin/ HTTP/1.1" 200 16206 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
91.200.12.47 - - [10/Jan/2017:08:22:00 +0100] "GET /?author=2 HTTP/1.1" 301 178 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
91.200.12.47 - - [10/Jan/2017:08:22:00 +0100] "GET /?author=2 HTTP/1.1" 301 0 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
91.200.12.47 - - [10/Jan/2017:08:22:00 +0100] "GET /author/kleks/ HTTP/1.1" 200 18425 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
91.200.12.47 - - [10/Jan/2017:08:22:00 +0100] "GET /?author=3 HTTP/1.1" 301 178 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
91.200.12.47 - - [10/Jan/2017:08:22:00 +0100] "GET /?author=3 HTTP/1.1" 200 10016 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
91.200.12.47 - - [10/Jan/2017:08:22:00 +0100] "GET /?author=4 HTTP/1.1" 301 178 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
91.200.12.47 - - [10/Jan/2017:08:22:00 +0100] "GET /?author=4 HTTP/1.1" 200 17914 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
91.200.12.47 - - [10/Jan/2017:08:22:01 +0100] "GET /?author=5 HTTP/1.1" 301 178 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
91.200.12.47 - - [10/Jan/2017:08:22:01 +0100] "GET /?author=5 HTTP/1.1" 404 7938 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
91.200.12.47 - - [10/Jan/2017:08:22:01 +0100] "GET /?author=6 HTTP/1.1" 301 178 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
91.200.12.47 - - [10/Jan/2017:08:22:01 +0100] "GET /?author=6 HTTP/1.1" 404 7938 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
91.200.12.47 - - [10/Jan/2017:08:22:01 +0100] "GET /?author=7 HTTP/1.1" 301 178 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
91.200.12.47 - - [10/Jan/2017:08:22:01 +0100] "GET /?author=7 HTTP/1.1" 404 7938 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
91.200.12.47 - - [10/Jan/2017:08:22:01 +0100] "GET /?author=8 HTTP/1.1" 301 178 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
91.200.12.47 - - [10/Jan/2017:08:22:01 +0100] "GET /?author=8 HTTP/1.1" 404 7938 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
91.200.12.47 - - [10/Jan/2017:08:22:01 +0100] "GET /?author=9 HTTP/1.1" 301 178 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
91.200.12.47 - - [10/Jan/2017:08:22:02 +0100] "GET /?author=9 HTTP/1.1" 404 7938 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
91.200.12.47 - - [10/Jan/2017:08:22:02 +0100] "GET /?author=10 HTTP/1.1" 301 178 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
91.200.12.47 - - [10/Jan/2017:08:22:02 +0100] "GET /?author=10 HTTP/1.1" 404 7938 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
46.182.18.214 - - [10/Jan/2017:08:22:42 +0100] "POST /xmlrpc.php HTTP/1.1" 200 403 "-" "User-Agent: Mozilla/5.0 (Windows; U; Windows NT 6.1; uk; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13"
89.144.12.15 - - [10/Jan/2017:08:34:01 +0100] "POST /xmlrpc.php HTTP/1.1" 200 403 "-" "User-Agent: Mozilla/5.0 (Windows; U; Windows NT 6.1; uk; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13"
195.154.222.63 - - [10/Jan/2017:08:34:23 +0100] "GET / HTTP/1.0" 301 178 "-" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
195.154.222.63 - - [10/Jan/2017:08:34:23 +0100] "GET / HTTP/1.0" 200 3817 "-" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
180.76.15.29 - - [10/Jan/2017:08:36:02 +0100] "GET /comments/feed/ HTTP/1.1" 404 483 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
66.249.76.2 - - [10/Jan/2017:08:36:42 +0100] "GET /wp-content/gallery/zareczyny-dabka/zar3.jpg HTTP/1.1" 304 0 "-" "Googlebot-Image/1.0"
85.92.248.123 - - [10/Jan/2017:08:39:06 +0100] "GET /wp-content/gallery/halowa-liga-pilki-noznej-stalex-liga-w-swieciu/p1130052.jpg HTTP/1.1" 200 63988 "https://www.google.ba/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
207.46.13.5 - - [10/Jan/2017:08:43:47 +0100] "GET /feed/ HTTP/1.1" 200 2855 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
157.55.39.52 - - [10/Jan/2017:08:44:39 +0100] "GET /wp-content/gallery/photo-shoots/305710_289339527746626_2024123284_n.jpg HTTP/1.1" 200 64581 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
89.144.12.15 - - [10/Jan/2017:08:45:02 +0100] "POST /xmlrpc.php HTTP/1.1" 200 403 "-" "User-Agent: Mozilla/5.0 (Windows; U; Windows NT 6.1; uk; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13"
212.21.66.6 - - [10/Jan/2017:08:57:40 +0100] "POST /xmlrpc.php HTTP/1.1" 200 403 "-" "User-Agent: Mozilla/5.0 (Windows; U; Windows NT 6.1; uk; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13"
78.188.24.201 - - [10/Jan/2017:09:00:43 +0100] "GET / HTTP/1.1" 200 13771 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1"
207.46.13.5 - - [10/Jan/2017:09:00:50 +0100] "GET /srebrny-jubileusz/feed/ HTTP/1.1" 200 400 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
83.8.250.59 - - [10/Jan/2017:09:01:13 +0100] "GET /wp-content/gallery/konkurs-sharks/plakat-maciek.jpg HTTP/1.1" 200 136059 "https://www.google.pl/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
69.30.198.202 - - [10/Jan/2017:09:01:52 +0100] "GET /robots.txt HTTP/1.1" 200 59 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.7; http://mj12bot.com/)"
69.30.198.202 - - [10/Jan/2017:09:01:57 +0100] "GET /category/aktualnosci/page/14/ HTTP/1.1" 200 20068 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.7; http://mj12bot.com/)"
69.30.198.202 - - [10/Jan/2017:09:02:07 +0100] "GET /eliminacje-do-eurobasket-2013-mecz-polska-belgia/ HTTP/1.1" 200 3467 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.7; http://mj12bot.com/)"
69.30.198.202 - - [10/Jan/2017:09:02:13 +0100] "GET /jubileusz-osrodka-przygotowan-olimpijskich-we-wladyslawowie/ HTTP/1.1" 200 3285 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.7; http://mj12bot.com/)"
69.30.198.202 - - [10/Jan/2017:09:02:19 +0100] "GET /lotos-wybrzeze-kontra-betard-sparta-wroclaw/ HTTP/1.1" 200 3604 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.7; http://mj12bot.com/)"
69.30.198.202 - - [10/Jan/2017:09:02:28 +0100] "GET /magic-malbork-fotorelacja-ze-spektaklu/ HTTP/1.1" 200 3647 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.7; http://mj12bot.com/)"
69.30.198.202 - - [10/Jan/2017:09:02:36 +0100] "GET /mecz-o-superpuchar-polski-w-siatkowce-mezczyzn/ HTTP/1.1" 200 3907 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.7; http://mj12bot.com/)"
69.30.198.202 - - [10/Jan/2017:09:02:41 +0100] "GET /mistrzostwa-europy-juniorow-w-siatkowce-mezczyzn-2012/ HTTP/1.1" 200 3633 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.7; http://mj12bot.com/)"
69.30.198.202 - - [10/Jan/2017:09:02:57 +0100] "GET /sierpniowe-mecze-lotosu-wybrzeza/ HTTP/1.1" 200 3746 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.7; http://mj12bot.com/)"
94.242.57.198 - - [10/Jan/2017:09:08:59 +0100] "POST /xmlrpc.php HTTP/1.1" 200 403 "-" "User-Agent: Mozilla/5.0 (Windows; U; Windows NT 6.1; uk; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13"
27.5.6.64 - - [10/Jan/2017:09:11:36 +0100] "POST /xmlrpc.php HTTP/1.1" 200 403 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1"
185.10.68.102 - - [10/Jan/2017:09:20:18 +0100] "POST /xmlrpc.php HTTP/1.1" 200 403 "-" "User-Agent: Mozilla/5.0 (Windows; U; Windows NT 6.1; uk; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13"
79.191.122.29 - - [10/Jan/2017:09:28:59 +0100] "GET /wp-content/gallery/polsat-super-hit-festiwal-2016/13343026_1341273665886535_289219079871767459_n.jpg HTTP/1.1" 200 91212 "https://www.google.pl/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
163.172.66.51 - - [10/Jan/2017:09:30:16 +0100] "GET /wp-content/gallery/trefl-sopot-vs-polpharma-starogard-gdanski/no-005.jpg HTTP/1.1" 200 47535 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)"
185.16.33.121 - - [10/Jan/2017:09:30:38 +0100] "GET /wp-content/gallery/beach-soccer/p1070235.jpg HTTP/1.1" 200 74441 "https://www.google.pl/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
185.31.161.102 - - [10/Jan/2017:09:32:27 +0100] "POST /xmlrpc.php HTTP/1.1" 200 403 "-" "User-Agent: Mozilla/5.0 (Windows; U; Windows NT 6.1; uk; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13"
176.111.126.100 - - [10/Jan/2017:09:33:31 +0100] "GET /wp-content/uploads/2010/12/Monika-Rudzka-copy1.jpg HTTP/1.1" 200 588381 "https://www.google.pl/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
176.111.126.100 - - [10/Jan/2017:09:33:46 +0100] "GET /wp-content/gallery/zespol-wszyscy-new/Monika%20Rudzka.jpg HTTP/1.1" 200 103591 "https://www.google.pl/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
176.111.126.100 - - [10/Jan/2017:09:33:51 +0100] "GET /wp-content/gallery/sesja-fotograficzna/img14309.jpg HTTP/1.1" 200 798831 "https://www.google.pl/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
41.97.128.124 - - [10/Jan/2017:09:41:06 +0100] "POST /xmlrpc.php HTTP/1.1" 200 403 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1"
46.72.22.172 - - [10/Jan/2017:09:43:37 +0100] "POST /xmlrpc.php HTTP/1.1" 200 403 "-" "User-Agent: Mozilla/5.0 (Windows; U; Windows NT 6.1; uk; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13"
94.254.129.143 - - [10/Jan/2017:09:45:51 +0100] "GET /wp-content/gallery/zespol-wszyscy-new/monika_rudzka_d.jpg HTTP/1.1" 200 53239 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-G531F Build/LMY48B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/53.0.2785.124 Mobile Safari/537.36 GSA/6.6.21.21.arm"
195.154.194.116 - - [10/Jan/2017:09:46:53 +0100] "GET //images/logo_img.php HTTP/1.0" 404 7938 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36"
195.154.194.116 - - [10/Jan/2017:09:46:54 +0100] "GET //images/logo_img.php HTTP/1.0" 404 7938 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36"
207.46.13.5 - - [10/Jan/2017:09:51:09 +0100] "GET /historia/truszkowska/ HTTP/1.1" 200 2590 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
131.253.25.210 - - [10/Jan/2017:09:51:10 +0100] "GET /wp-includes/js/jquery/jquery.js?ver=1.8.3 HTTP/1.1" 200 33444 "http://www.flex-dance.pl/historia/truszkowska/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
131.253.25.210 - - [10/Jan/2017:09:51:11 +0100] "GET /wp-includes/js/comment-reply.min.js?ver=3.5.1 HTTP/1.1" 200 412 "http://www.flex-dance.pl/historia/truszkowska/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
207.46.13.5 - - [10/Jan/2017:09:51:34 +0100] "GET /wp-content/plugins/jj-nextgen-jquery-slider/script/jquery.nivo.slider.pack.js?ver=2.4 HTTP/1.1" 200 3391 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
157.55.39.52 - - [10/Jan/2017:09:51:44 +0100] "GET /wp-content/plugins/nextgen-gallery/js/jquery.cycle.all.min.js?ver=2.88 HTTP/1.1" 200 7710 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
